state,timestamp,state_name,state_abbrev,electoral_votes,candidates,votes,expected_votes,precincts_total,precincts_reporting,counties
Iowa,2024-11-06 00:51:29.903000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",0,1827878,1653,0,{}
Iowa,2024-11-06 00:51:29.903000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",0,1827878,1653,0,{}
Iowa,2024-11-06 00:51:29.903000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",0,1827878,1653,0,{}
Iowa,2024-11-06 02:04:42.104000+00:00,Iowa,Iowa,0,"[{'last_name': 'trump-d', 'votes': 1348}, {'last_name': 'harris-k', 'votes': 725}, {'last_name': 'kennedy-r', 'votes': 18}, {'last_name': 'oliver-c', 'votes': 2}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",2093,1827878,1653,0,{}
Iowa,2024-11-06 02:31:11.185000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 114826}, {'last_name': 'trump-d', 'votes': 84134}, {'last_name': 'kennedy-r', 'votes': 1191}, {'last_name': 'oliver-c', 'votes': 777}, {'last_name': 'de_la_cruz-c', 'votes': 210}, {'last_name': 'ayyadurai-s', 'votes': 43}, {'last_name': 'stodden-w', 'votes': 39}]",201220,1827878,1653,72,{}
Maryland,2024-11-06 01:00:39.111000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}]",0,3115764,1958,0,{}
Maryland,2024-11-06 01:22:40.402000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 283}, {'last_name': 'trump-d', 'votes': 554}, {'last_name': 'oliver-c', 'votes': 9}, {'last_name': 'kennedy-r', 'votes': 9}, {'last_name': 'stein-j', 'votes': 2}]",857,3115764,1958,1,{}
Maryland,2024-11-06 01:27:35.654000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 1812}, {'last_name': 'trump-d', 'votes': 3898}, {'last_name': 'kennedy-r', 'votes': 91}, {'last_name': 'oliver-c', 'votes': 41}, {'last_name': 'stein-j', 'votes': 25}]",5867,3115764,1958,4,{}
Maryland,2024-11-06 01:28:30.710000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 1812}, {'last_name': 'trump-d', 'votes': 3898}, {'last_name': 'kennedy-r', 'votes': 91}, {'last_name': 'oliver-c', 'votes': 41}, {'last_name': 'stein-j', 'votes': 25}]",5867,3115764,1958,4,{}
Maryland,2024-11-06 01:34:28.006000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 3572}, {'last_name': 'trump-d', 'votes': 7529}, {'last_name': 'kennedy-r', 'votes': 155}, {'last_name': 'stein-j', 'votes': 74}, {'last_name': 'oliver-c', 'votes': 74}]",11404,3115764,1958,9,{}
Maryland,2024-11-06 01:40:15.129000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 4661}, {'last_name': 'trump-d', 'votes': 10281}, {'last_name': 'kennedy-r', 'votes': 208}, {'last_name': 'oliver-c', 'votes': 109}, {'last_name': 'stein-j', 'votes': 104}]",15363,3115764,1958,11,{}
Maryland,2024-11-06 02:09:22.921000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 10585}, {'last_name': 'trump-d', 'votes': 18026}, {'last_name': 'kennedy-r', 'votes': 377}, {'last_name': 'oliver-c', 'votes': 242}, {'last_name': 'stein-j', 'votes': 220}]",29450,3115764,1958,19,{}
Maryland,2024-11-06 02:30:26.420000+00:00,Maryland,Md.,0,"[{'last_name': 'harris-k', 'votes': 985245}, {'last_name': 'trump-d', 'votes': 562524}, {'last_name': 'kennedy-r', 'votes': 12562}, {'last_name': 'stein-j', 'votes': 12369}, {'last_name': 'oliver-c', 'votes': 6660}]",1579360,3119710,1958,419,{}
Delaware,2024-11-06 01:00:45.152000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'supreme-v', 'votes': 0}]",0,554411,533,0,{}
Delaware,2024-11-06 01:00:45.152000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'supreme-v', 'votes': 0}]",0,554411,533,0,{}
Delaware,2024-11-06 01:00:45.152000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'supreme-v', 'votes': 0}]",0,554411,533,0,{}
Delaware,2024-11-06 01:00:45.152000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'supreme-v', 'votes': 0}]",0,554411,533,0,{}
Delaware,2024-11-06 01:34:22.376000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 135944}, {'last_name': 'trump-d', 'votes': 100738}, {'last_name': 'kennedy-r', 'votes': 1293}, {'last_name': 'oliver-c', 'votes': 616}, {'last_name': 'supreme-v', 'votes': 308}]",238899,554411,533,230,{}
Delaware,2024-11-06 01:34:22.376000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 135944}, {'last_name': 'trump-d', 'votes': 100738}, {'last_name': 'kennedy-r', 'votes': 1293}, {'last_name': 'oliver-c', 'votes': 616}, {'last_name': 'supreme-v', 'votes': 308}]",238899,554411,533,230,{}
Delaware,2024-11-06 02:08:40.463000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 171467}, {'last_name': 'trump-d', 'votes': 127371}, {'last_name': 'kennedy-r', 'votes': 2064}, {'last_name': 'oliver-c', 'votes': 922}, {'last_name': 'supreme-v', 'votes': 454}]",302278,554411,533,291,{}
Delaware,2024-11-06 02:28:47.148000+00:00,Delaware,Del.,0,"[{'last_name': 'harris-k', 'votes': 199938}, {'last_name': 'trump-d', 'votes': 148078}, {'last_name': 'kennedy-r', 'votes': 2688}, {'last_name': 'oliver-c', 'votes': 1187}, {'last_name': 'supreme-v', 'votes': 575}]",352466,554411,533,339,{}
North Dakota,2024-11-06 01:00:46.722000+00:00,North Dakota,N.D.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,370000,385,0,{}
North Dakota,2024-11-06 01:17:35.589000+00:00,North Dakota,N.D.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,370000,385,0,{}
North Dakota,2024-11-06 01:27:36.429000+00:00,North Dakota,N.D.,0,"[{'last_name': 'trump-d', 'votes': 961}, {'last_name': 'harris-k', 'votes': 301}, {'last_name': 'oliver-c', 'votes': 21}]",1283,369865,385,1,{}
North Dakota,2024-11-06 01:27:36.429000+00:00,North Dakota,N.D.,0,"[{'last_name': 'trump-d', 'votes': 961}, {'last_name': 'harris-k', 'votes': 301}, {'last_name': 'oliver-c', 'votes': 21}]",1283,369865,385,1,{}
North Dakota,2024-11-06 01:36:53.154000+00:00,North Dakota,N.D.,0,"[{'last_name': 'trump-d', 'votes': 2483}, {'last_name': 'harris-k', 'votes': 791}, {'last_name': 'oliver-c', 'votes': 68}]",3342,369616,385,3,{}
North Dakota,2024-11-06 01:41:03.390000+00:00,North Dakota,N.D.,0,"[{'last_name': 'trump-d', 'votes': 3644}, {'last_name': 'harris-k', 'votes': 1259}, {'last_name': 'oliver-c', 'votes': 96}]",4999,369616,385,5,{}
North Dakota,2024-11-06 02:11:04.712000+00:00,North Dakota,N.D.,0,"[{'last_name': 'trump-d', 'votes': 11946}, {'last_name': 'harris-k', 'votes': 3535}, {'last_name': 'oliver-c', 'votes': 277}]",15758,368571,385,16,{}
North Dakota,2024-11-06 02:31:05.859000+00:00,North Dakota,N.D.,0,"[{'last_name': 'trump-d', 'votes': 20712}, {'last_name': 'harris-k', 'votes': 7051}, {'last_name': 'oliver-c', 'votes': 479}]",28242,367432,385,30,{}
Missouri,2024-11-06 01:00:49.197000+00:00,Missouri,Mo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3246784,3573,0,{}
Missouri,2024-11-06 01:23:05.282000+00:00,Missouri,Mo.,0,"[{'last_name': 'trump-d', 'votes': 9020}, {'last_name': 'harris-k', 'votes': 3153}, {'last_name': 'oliver-c', 'votes': 51}, {'last_name': 'stein-j', 'votes': 29}]",12253,3246784,3573,0,{}
Missouri,2024-11-06 01:27:26.066000+00:00,Missouri,Mo.,0,"[{'last_name': 'trump-d', 'votes': 26726}, {'last_name': 'harris-k', 'votes': 24462}, {'last_name': 'oliver-c', 'votes': 231}, {'last_name': 'stein-j', 'votes': 138}]",51557,3246784,3573,1,{}
Missouri,2024-11-06 01:28:26.062000+00:00,Missouri,Mo.,0,"[{'last_name': 'trump-d', 'votes': 26726}, {'last_name': 'harris-k', 'votes': 24462}, {'last_name': 'oliver-c', 'votes': 231}, {'last_name': 'stein-j', 'votes': 138}]",51557,3246784,3573,1,{}
Missouri,2024-11-06 01:30:38.990000+00:00,Missouri,Mo.,0,"[{'last_name': 'trump-d', 'votes': 29565}, {'last_name': 'harris-k', 'votes': 25220}, {'last_name': 'oliver-c', 'votes': 242}, {'last_name': 'stein-j', 'votes': 142}]",55169,3246784,3573,1,{}
Missouri,2024-11-06 01:39:46.647000+00:00,Missouri,Mo.,0,"[{'last_name': 'trump-d', 'votes': 35091}, {'last_name': 'harris-k', 'votes': 28609}, {'last_name': 'oliver-c', 'votes': 320}, {'last_name': 'stein-j', 'votes': 187}]",64207,3246784,3573,6,{}
Missouri,2024-11-06 02:11:18.825000+00:00,Missouri,Mo.,0,"[{'last_name': 'harris-k', 'votes': 232109}, {'last_name': 'trump-d', 'votes': 197405}, {'last_name': 'oliver-c', 'votes': 2671}, {'last_name': 'stein-j', 'votes': 1905}]",434090,3242030,3573,75,{}
Missouri,2024-11-06 02:31:00.414000+00:00,Missouri,Mo.,0,"[{'last_name': 'harris-k', 'votes': 340104}, {'last_name': 'trump-d', 'votes': 298692}, {'last_name': 'oliver-c', 'votes': 4054}, {'last_name': 'stein-j', 'votes': 3012}]",645862,3236985,3573,142,{}
Maine,2024-11-06 01:02:06.218000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,916475,575,0,{}
Maine,2024-11-06 01:02:06.218000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,916475,575,0,{}
Maine,2024-11-06 01:02:06.218000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,916475,575,0,{}
Maine,2024-11-06 01:02:06.218000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,916475,575,0,{}
Maine,2024-11-06 01:02:17.663000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,471425,154,0,{}
Maine,2024-11-06 01:02:17.663000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,471425,154,0,{}
Maine,2024-11-06 01:02:17.663000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,471425,154,0,{}
Maine,2024-11-06 01:02:17.663000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,471425,154,0,{}
Maine,2024-11-06 01:02:21.339000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,445050,421,0,{}
Maine,2024-11-06 01:02:21.339000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,445050,421,0,{}
Maine,2024-11-06 01:02:21.339000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,445050,421,0,{}
Maine,2024-11-06 01:02:21.339000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,445050,421,0,{}
Maine,2024-11-06 01:31:42.970000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,445050,421,0,{}
Maine,2024-11-06 01:32:49.259000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,916475,575,0,{}
Maine,2024-11-06 01:32:51.615000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,471425,154,0,{}
Maine,2024-11-06 01:38:09.181000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,471425,154,0,{}
Maine,2024-11-06 01:40:04.556000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,916475,575,0,{}
Maine,2024-11-06 01:40:04.556000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'total_writeins', 'votes': 0}]",0,445050,421,0,{}
Maine,2024-11-06 01:59:44.572000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 1859}, {'last_name': 'trump-d', 'votes': 1006}, {'last_name': 'stein-j', 'votes': 31}, {'last_name': 'oliver-c', 'votes': 13}, {'last_name': 'west-c', 'votes': 6}, {'last_name': 'total_writeins', 'votes': 8}]",2923,471425,154,2,{}
Maine,2024-11-06 02:10:38.980000+00:00,Maine,Maine,0,"[{'last_name': 'trump-d', 'votes': 3265}, {'last_name': 'harris-k', 'votes': 2003}, {'last_name': 'stein-j', 'votes': 40}, {'last_name': 'oliver-c', 'votes': 33}, {'last_name': 'west-c', 'votes': 8}, {'last_name': 'total_writeins', 'votes': 13}]",5362,445041,421,8,{}
Maine,2024-11-06 02:10:51.316000+00:00,Maine,Maine,0,"[{'last_name': 'trump-d', 'votes': 4271}, {'last_name': 'harris-k', 'votes': 3862}, {'last_name': 'stein-j', 'votes': 71}, {'last_name': 'oliver-c', 'votes': 46}, {'last_name': 'west-c', 'votes': 14}, {'last_name': 'total_writeins', 'votes': 21}]",8285,916466,575,10,{}
Maine,2024-11-06 02:24:02.044000+00:00,Maine,Maine,0,"[{'last_name': 'harris-k', 'votes': 2705}, {'last_name': 'trump-d', 'votes': 1449}, {'last_name': 'stein-j', 'votes': 50}, {'last_name': 'oliver-c', 'votes': 25}, {'last_name': 'west-c', 'votes': 12}, {'last_name': 'total_writeins', 'votes': 19}]",4260,471425,154,4,{}
Maine,2024-11-06 02:31:02.391000+00:00,Maine,Maine,0,"[{'last_name': 'trump-d', 'votes': 8126}, {'last_name': 'harris-k', 'votes': 6716}, {'last_name': 'stein-j', 'votes': 128}, {'last_name': 'oliver-c', 'votes': 98}, {'last_name': 'west-c', 'votes': 31}, {'last_name': 'total_writeins', 'votes': 45}]",15144,916429,575,20,{}
Maine,2024-11-06 02:31:02.505000+00:00,Maine,Maine,0,"[{'last_name': 'trump-d', 'votes': 6677}, {'last_name': 'harris-k', 'votes': 4011}, {'last_name': 'stein-j', 'votes': 78}, {'last_name': 'oliver-c', 'votes': 73}, {'last_name': 'west-c', 'votes': 19}, {'last_name': 'total_writeins', 'votes': 26}]",10884,445004,421,16,{}
Mississippi,2024-11-06 01:05:58.913000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 0}, {'last_name': 'harris-k', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}]",0,1335457,1755,0,{}
Mississippi,2024-11-06 01:19:29.137000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 339}, {'last_name': 'harris-k', 'votes': 293}, {'last_name': 'kennedy-r', 'votes': 6}, {'last_name': 'stein-j', 'votes': 2}, {'last_name': 'ayyadurai-s', 'votes': 1}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}]",641,1335457,1755,1,{}
Mississippi,2024-11-06 01:19:29.137000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 339}, {'last_name': 'harris-k', 'votes': 293}, {'last_name': 'kennedy-r', 'votes': 6}, {'last_name': 'stein-j', 'votes': 2}, {'last_name': 'ayyadurai-s', 'votes': 1}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}]",641,1335457,1755,1,{}
Mississippi,2024-11-06 01:19:29.137000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 339}, {'last_name': 'harris-k', 'votes': 293}, {'last_name': 'kennedy-r', 'votes': 6}, {'last_name': 'stein-j', 'votes': 2}, {'last_name': 'ayyadurai-s', 'votes': 1}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}]",641,1335457,1755,1,{}
Mississippi,2024-11-06 01:35:15.230000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 25946}, {'last_name': 'harris-k', 'votes': 19609}, {'last_name': 'kennedy-r', 'votes': 503}, {'last_name': 'de_la_cruz-c', 'votes': 243}, {'last_name': 'stein-j', 'votes': 188}, {'last_name': 'oliver-c', 'votes': 154}, {'last_name': 'sonski-p', 'votes': 145}, {'last_name': 'ayyadurai-s', 'votes': 89}, {'last_name': 'terry-r', 'votes': 82}]",46959,1335457,1755,34,{}
Mississippi,2024-11-06 01:39:27.515000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 26080}, {'last_name': 'harris-k', 'votes': 19841}, {'last_name': 'kennedy-r', 'votes': 503}, {'last_name': 'de_la_cruz-c', 'votes': 243}, {'last_name': 'stein-j', 'votes': 188}, {'last_name': 'oliver-c', 'votes': 154}, {'last_name': 'sonski-p', 'votes': 145}, {'last_name': 'ayyadurai-s', 'votes': 89}, {'last_name': 'terry-r', 'votes': 82}]",47325,1335457,1755,35,{}
Mississippi,2024-11-06 02:09:01.059000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 69060}, {'last_name': 'harris-k', 'votes': 51229}, {'last_name': 'kennedy-r', 'votes': 857}, {'last_name': 'de_la_cruz-c', 'votes': 343}, {'last_name': 'oliver-c', 'votes': 325}, {'last_name': 'stein-j', 'votes': 314}, {'last_name': 'sonski-p', 'votes': 209}, {'last_name': 'terry-r', 'votes': 162}, {'last_name': 'ayyadurai-s', 'votes': 132}]",122631,1335457,1755,172,{}
Mississippi,2024-11-06 02:30:51.974000+00:00,Mississippi,Miss.,0,"[{'last_name': 'trump-d', 'votes': 170081}, {'last_name': 'harris-k', 'votes': 102745}, {'last_name': 'kennedy-r', 'votes': 1566}, {'last_name': 'oliver-c', 'votes': 694}, {'last_name': 'stein-j', 'votes': 552}, {'last_name': 'de_la_cruz-c', 'votes': 439}, {'last_name': 'sonski-p', 'votes': 320}, {'last_name': 'terry-r', 'votes': 289}, {'last_name': 'ayyadurai-s', 'votes': 203}]",276889,1322517,1755,456,{}
Alabama,2024-11-06 01:10:17.462000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 222}, {'last_name': 'harris-k', 'votes': 66}, {'last_name': 'kennedy-r', 'votes': 2}, {'last_name': 'oliver-c', 'votes': 1}, {'last_name': 'stein-j', 'votes': 0}]",291,2386766,2028,0,{}
Alabama,2024-11-06 01:18:17.436000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 516}, {'last_name': 'harris-k', 'votes': 232}, {'last_name': 'kennedy-r', 'votes': 2}, {'last_name': 'oliver-c', 'votes': 2}, {'last_name': 'stein-j', 'votes': 0}]",752,2386766,2028,1,{}
Alabama,2024-11-06 01:18:17.436000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 516}, {'last_name': 'harris-k', 'votes': 232}, {'last_name': 'kennedy-r', 'votes': 2}, {'last_name': 'oliver-c', 'votes': 2}, {'last_name': 'stein-j', 'votes': 0}]",752,2386766,2028,1,{}
Alabama,2024-11-06 01:18:17.436000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 516}, {'last_name': 'harris-k', 'votes': 232}, {'last_name': 'kennedy-r', 'votes': 2}, {'last_name': 'oliver-c', 'votes': 2}, {'last_name': 'stein-j', 'votes': 0}]",752,2386766,2028,1,{}
Alabama,2024-11-06 01:37:37.951000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 4287}, {'last_name': 'harris-k', 'votes': 1854}, {'last_name': 'kennedy-r', 'votes': 20}, {'last_name': 'oliver-c', 'votes': 15}, {'last_name': 'stein-j', 'votes': 9}]",6185,2386766,2028,5,{}
Alabama,2024-11-06 01:38:49.123000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 4595}, {'last_name': 'harris-k', 'votes': 1977}, {'last_name': 'kennedy-r', 'votes': 22}, {'last_name': 'oliver-c', 'votes': 16}, {'last_name': 'stein-j', 'votes': 9}]",6619,2386766,2028,6,{}
Alabama,2024-11-06 02:11:05.071000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 80142}, {'last_name': 'harris-k', 'votes': 35069}, {'last_name': 'kennedy-r', 'votes': 581}, {'last_name': 'oliver-c', 'votes': 205}, {'last_name': 'stein-j', 'votes': 146}]",116143,2386766,2028,99,{}
Alabama,2024-11-06 02:33:32.880000+00:00,Alabama,Ala.,0,"[{'last_name': 'trump-d', 'votes': 202995}, {'last_name': 'harris-k', 'votes': 100715}, {'last_name': 'stein-j', 'votes': 5079}, {'last_name': 'kennedy-r', 'votes': 1443}, {'last_name': 'oliver-c', 'votes': 1423}]",311655,2386766,2028,265,{}
