state,timestamp,state_name,state_abbrev,electoral_votes,candidates,votes,expected_votes,precincts_total,precincts_reporting,counties
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-05 20:53:53.771000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}]",0,3365780,3594,0,{}
Wisconsin,2024-11-06 02:33:24.792000+00:00,Wisconsin,Wis.,0,"[{'last_name': 'trump-d', 'votes': 213853}, {'last_name': 'harris-k', 'votes': 197416}, {'last_name': 'kennedy-r', 'votes': 2021}, {'last_name': 'oliver-c', 'votes': 1483}, {'last_name': 'stein-j', 'votes': 1320}, {'last_name': 'terry-r', 'votes': 438}, {'last_name': 'west-c', 'votes': 230}, {'last_name': 'de_la_cruz-c', 'votes': 164}]",416925,3365780,3594,373,{}
Arizona,2024-11-05 20:56:19.647000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3695859,1736,0,{}
Arizona,2024-11-05 20:56:19.647000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3695859,1736,0,{}
Arizona,2024-11-05 20:56:19.647000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3695859,1736,0,{}
Arizona,2024-11-05 20:56:19.647000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3695859,1736,0,{}
Arizona,2024-11-05 20:56:19.647000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3695859,1736,0,{}
Arizona,2024-11-05 20:56:19.647000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3695859,1736,0,{}
Arizona,2024-11-06 02:00:46.704000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3655309,1736,0,{}
Arizona,2024-11-06 02:00:46.704000+00:00,Arizona,Ariz.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}]",0,3655309,1736,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Nevada,2024-11-05 21:34:07.974000+00:00,Nevada,Nev.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'skousen-j', 'votes': 0}, {'last_name': 'none_of_these_candidates', 'votes': 0}]",0,1421759,1643,0,{}
Wyoming,2024-11-05 21:36:39.931000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-05 21:36:39.931000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-05 21:36:39.931000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-05 21:36:39.931000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-06 01:33:24.214000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-06 01:33:24.214000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-06 02:00:55.727000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'trump-d', 'votes': 0}, {'last_name': 'harris-k', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Wyoming,2024-11-06 02:00:55.727000+00:00,Wyoming,Wyo.,0,"[{'last_name': 'trump-d', 'votes': 0}, {'last_name': 'harris-k', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}]",0,304554,453,0,{}
Louisiana,2024-11-05 22:45:26.503000+00:00,Louisiana,La.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'preston-m', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'fruit-r', 'votes': 0}]",0,2151655,3805,0,{}
Louisiana,2024-11-05 22:45:26.503000+00:00,Louisiana,La.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'preston-m', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'fruit-r', 'votes': 0}]",0,2151655,3805,0,{}
Louisiana,2024-11-05 22:45:26.503000+00:00,Louisiana,La.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'preston-m', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'fruit-r', 'votes': 0}]",0,2151655,3805,0,{}
Louisiana,2024-11-05 22:45:26.503000+00:00,Louisiana,La.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'preston-m', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'fruit-r', 'votes': 0}]",0,2151655,3805,0,{}
Louisiana,2024-11-05 22:45:26.503000+00:00,Louisiana,La.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'preston-m', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'fruit-r', 'votes': 0}]",0,2151655,3805,0,{}
Louisiana,2024-11-05 22:45:26.503000+00:00,Louisiana,La.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'preston-m', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'fruit-r', 'votes': 0}]",0,2151655,3805,0,{}
Louisiana,2024-11-06 02:11:09.222000+00:00,Louisiana,La.,0,"[{'last_name': 'trump-d', 'votes': 38087}, {'last_name': 'harris-k', 'votes': 13585}, {'last_name': 'kennedy-r', 'votes': 137}, {'last_name': 'stein-j', 'votes': 77}, {'last_name': 'oliver-c', 'votes': 73}, {'last_name': 'preston-m', 'votes': 61}, {'last_name': 'terry-r', 'votes': 37}, {'last_name': 'sonski-p', 'votes': 27}, {'last_name': 'west-c', 'votes': 22}, {'last_name': 'de_la_cruz-c', 'votes': 11}, {'last_name': 'fruit-r', 'votes': 5}]",52122,2151655,3805,1,{}
Louisiana,2024-11-06 02:33:00.458000+00:00,Louisiana,La.,0,"[{'last_name': 'trump-d', 'votes': 44934}, {'last_name': 'harris-k', 'votes': 16058}, {'last_name': 'kennedy-r', 'votes': 164}, {'last_name': 'oliver-c', 'votes': 97}, {'last_name': 'stein-j', 'votes': 92}, {'last_name': 'preston-m', 'votes': 73}, {'last_name': 'terry-r', 'votes': 45}, {'last_name': 'sonski-p', 'votes': 40}, {'last_name': 'west-c', 'votes': 31}, {'last_name': 'de_la_cruz-c', 'votes': 12}, {'last_name': 'fruit-r', 'votes': 6}]",61552,2151655,3805,11,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Oregon,2024-11-05 22:59:58.143000+00:00,Oregon,Ore.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}]",0,2405652,1314,0,{}
Colorado,2024-11-05 23:36:45.996000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'huber-b', 'votes': 0}]",0,3755245,3202,0,{}
Colorado,2024-11-05 23:36:45.996000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'huber-b', 'votes': 0}]",0,3755245,3202,0,{}
Colorado,2024-11-05 23:36:45.996000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'huber-b', 'votes': 0}]",0,3755245,3202,0,{}
Colorado,2024-11-05 23:36:45.996000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'huber-b', 'votes': 0}]",0,3755245,3202,0,{}
Colorado,2024-11-05 23:36:45.996000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'huber-b', 'votes': 0}]",0,3755245,3202,0,{}
Colorado,2024-11-05 23:36:45.996000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'west-c', 'votes': 0}, {'last_name': 'terry-r', 'votes': 0}, {'last_name': 'huber-b', 'votes': 0}]",0,3755245,3202,0,{}
Colorado,2024-11-06 02:10:32.495000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 152148}, {'last_name': 'trump-d', 'votes': 40433}, {'last_name': 'kennedy-r', 'votes': 1211}, {'last_name': 'stein-j', 'votes': 964}, {'last_name': 'oliver-c', 'votes': 899}, {'last_name': 'west-c', 'votes': 349}, {'last_name': 'terry-r', 'votes': 87}, {'last_name': 'huber-b', 'votes': 86}]",196177,3755245,3202,167,{}
Colorado,2024-11-06 02:30:57.922000+00:00,Colorado,Colo.,0,"[{'last_name': 'harris-k', 'votes': 628420}, {'last_name': 'trump-d', 'votes': 491938}, {'last_name': 'kennedy-r', 'votes': 10585}, {'last_name': 'oliver-c', 'votes': 6181}, {'last_name': 'stein-j', 'votes': 4242}, {'last_name': 'west-c', 'votes': 1341}, {'last_name': 'terry-r', 'votes': 1099}, {'last_name': 'huber-b', 'votes': 745}]",1144551,3755245,3202,976,{}
Arkansas,2024-11-05 23:39:43.610000+00:00,Arkansas,Ark.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'wood-m', 'votes': 0}]",0,1229425,2841,0,{}
Arkansas,2024-11-05 23:39:43.610000+00:00,Arkansas,Ark.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'wood-m', 'votes': 0}]",0,1229425,2841,0,{}
Arkansas,2024-11-05 23:39:43.610000+00:00,Arkansas,Ark.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'wood-m', 'votes': 0}]",0,1229425,2841,0,{}
Arkansas,2024-11-05 23:39:43.610000+00:00,Arkansas,Ark.,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'stein-j', 'votes': 0}, {'last_name': 'sonski-p', 'votes': 0}, {'last_name': 'wood-m', 'votes': 0}]",0,1229425,2841,0,{}
Arkansas,2024-11-06 01:36:40.096000+00:00,Arkansas,Ark.,0,"[{'last_name': 'trump-d', 'votes': 39336}, {'last_name': 'harris-k', 'votes': 65983}, {'last_name': 'kennedy-r', 'votes': 986}, {'last_name': 'stein-j', 'votes': 492}, {'last_name': 'oliver-c', 'votes': 471}, {'last_name': 'sonski-p', 'votes': 190}, {'last_name': 'wood-m', 'votes': 76}]",107534,1229425,2841,248,{}
Arkansas,2024-11-06 01:39:18.162000+00:00,Arkansas,Ark.,0,"[{'last_name': 'trump-d', 'votes': 80559}, {'last_name': 'harris-k', 'votes': 79601}, {'last_name': 'kennedy-r', 'votes': 1521}, {'last_name': 'oliver-c', 'votes': 706}, {'last_name': 'stein-j', 'votes': 619}, {'last_name': 'sonski-p', 'votes': 283}, {'last_name': 'wood-m', 'votes': 126}]",163415,1229425,2841,378,{}
Arkansas,2024-11-06 02:11:09.826000+00:00,Arkansas,Ark.,0,"[{'last_name': 'trump-d', 'votes': 155911}, {'last_name': 'harris-k', 'votes': 107892}, {'last_name': 'kennedy-r', 'votes': 2433}, {'last_name': 'oliver-c', 'votes': 1058}, {'last_name': 'stein-j', 'votes': 849}, {'last_name': 'sonski-p', 'votes': 398}, {'last_name': 'wood-m', 'votes': 234}]",268775,1229425,2841,621,{}
Arkansas,2024-11-06 02:32:41.421000+00:00,Arkansas,Ark.,0,"[{'last_name': 'trump-d', 'votes': 248749}, {'last_name': 'harris-k', 'votes': 164576}, {'last_name': 'kennedy-r', 'votes': 4110}, {'last_name': 'oliver-c', 'votes': 1778}, {'last_name': 'stein-j', 'votes': 1499}, {'last_name': 'sonski-p', 'votes': 678}, {'last_name': 'wood-m', 'votes': 399}]",421789,1228364,2841,976,{}
Iowa,2024-11-06 00:51:29.903000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",0,1827878,1653,0,{}
Iowa,2024-11-06 00:51:29.903000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",0,1827878,1653,0,{}
Iowa,2024-11-06 00:51:29.903000+00:00,Iowa,Iowa,0,"[{'last_name': 'harris-k', 'votes': 0}, {'last_name': 'trump-d', 'votes': 0}, {'last_name': 'oliver-c', 'votes': 0}, {'last_name': 'kennedy-r', 'votes': 0}, {'last_name': 'ayyadurai-s', 'votes': 0}, {'last_name': 'de_la_cruz-c', 'votes': 0}, {'last_name': 'stodden-w', 'votes': 0}]",0,1827878,1653,0,{}
